FIELD,ID,RA_y,DEC_y,z_50_y,HeII-4687_FLUX,HeII-4687_FLUX_ERR,NeV-3426_FLUX,NeV-3426_FLUX_ERR,Ha_FLUX_y,Ha_FLUX_ERR_y,Hb_FLUX_y,Hb_FLUX_ERR_y,NeIII-3867_FLUX_y,NeIII-3867_FLUX_ERR_y,OII_FLUX_y,OII_FLUX_ERR_y,OIII_FLUX_y,OIII_FLUX_ERR_y,DL,NeV_L_ERR,NeV_L,HeII_L_ERR,HeII_L,id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,restUjohnson,restVjohnson
GN7,15120,189.13158909,62.21641090499999,1.718531936070902,-99.0,-99.0,1.58127004790076,0.536446622493173,-99.0,-99.0,1.55167482045806,0.524398332614704,1.19147573450581,0.489836294068161,4.20211900234486,0.439322188070637,13.8244212272855,0.611723027613852,13169.209357071766,1.1131106763170674e+41,3.2810879939525326e+41,-2.0542203517516247e+43,-2.0542203517516247e+43,15120,53.1509098,-27.8414794,0.0843807,0.07806,0.4379,0.136052,0,0.272856,0.0275403,0.0,0.0930054,0.230831,,,0.6266,-1.0,3,0.6266,7.84,0.0843807,0.00264061,-1.40504,-2.1317,-15.903734,-16.558218
GN7,19341,189.08746705,62.23672211100001,1.868149721128366,0.284129634911172,0.22988604883771702,1.0196961294537499,0.7677322388261469,-99.0,-99.0,0.407249263491089,0.224357577984269,0.978387652503232,0.465738609937764,1.1444211195307,0.624936125516758,3.43358515452716,0.266174835711254,14597.528145208393,1.9573155650950433e+41,2.599691669713716e+41,5.860891582151681e+40,7.24381924831927e+40,19341,189.08746709,62.23672034,11.395,7.749,3.2161,3.37842,2,0.050052,0.0197405,0.3,0.37034,0.7331,-21.018663,-22.312876,1.87054,-1.0,2,1.6511,10.54,11.395,0.0544596,-20.6135,-1.5855,,
GN7,18180,189.09795842,62.23176246700001,1.670372790189697,0.641422275407985,0.41007232068012905,-99.0,-99.0,-99.0,-99.0,0.985020941225077,0.37503511116537497,1.97560232956339,0.649281368320005,5.605246136280139,0.6591373185334181,8.39906443188203,0.39821899105201897,12714.715566522165,-1.9148771743587036e+43,-1.9148771743587036e+43,7.931698249562439e+40,1.2406513881858308e+41,18180,189.09796113,62.23176061,11.9847,11.12,0.7422,0.160101,0,0.30468,0.0195403,0.4,0.47128,0.59183,-20.384891,-20.821223,1.67113,-1.0,2,1.6301,9.53,11.9847,0.138114,-21.668,-1.5302,,
GN7,17179,189.09980933,62.22680000699999,1.380230335335108,0.452271563166625,0.373276157252552,-99.0,-99.0,2.53207304994776,0.28704992425584197,0.368395955505159,0.473053660359723,0.681090030328657,0.599267426093812,0.946537101957524,0.639394425497626,1.9388966037027,0.47414552867458803,10037.887788449902,-1.1934721710491456e+43,-1.1934721710491456e+43,4.499946523202884e+40,5.452257822184472e+40,17179,189.09981032,62.22679985,2.00275,1.922,1.2114,0.475587,0,0.186138,0.0209813,0.1,0.22509,0.29223,-19.214788,-19.920198,1.3192,-1.0,3,1.3192,9.34,2.00275,0.061797,-18.448,-1.8336,,
GN7,17179,189.09980933,62.22680000699999,1.380230335335108,0.452271563166625,0.373276157252552,-99.0,-99.0,2.53207304994776,0.28704992425584197,0.368395955505159,0.473053660359723,0.681090030328657,0.599267426093812,0.946537101957524,0.639394425497626,1.9388966037027,0.47414552867458803,10037.887788449902,-1.1934721710491456e+43,-1.1934721710491456e+43,4.499946523202884e+40,5.452257822184472e+40,17179,53.1638758,-27.8323449,0.152305,0.5558,0.2469,0.0816397,0,0.149166,0.0209835,0.5,0.038783,0.0930945,,,0.9426,-1.0,3,0.9426,8.18,0.152305,0.0216741,-2.95951,-0.6155,-15.890844,-16.669797
GN7,15127,189.173707,62.216187483,1.648031388596688,3.03112342017782,0.6238896928847341,0.9453732820721661,0.802296212625597,30.5106875784865,4.56247407968332,6.54756869747135,0.575473791619868,0.882105368737291,0.656050362911113,4.36200588812147,0.5441932833141331,12.1337861345172,0.6256739931727461,12504.789039075373,1.5009972965336878e+41,1.768676853105997e+41,1.167220694325064e+41,5.670858203677e+41,15127,189.17371066,62.21618374,16.2087,20.48,1.1615,0.919385,0,0.196866,0.0506989,0.4,0.97763,1.23543,-20.994324,-21.541388,1.6464,1.6464,1,1.6666,9.94,16.2087,1.31468,-22.0241,-1.5662,,
GN7,15127,189.173707,62.216187483,1.648031388596688,3.03112342017782,0.6238896928847341,0.9453732820721661,0.802296212625597,30.5106875784865,4.56247407968332,6.54756869747135,0.575473791619868,0.882105368737291,0.656050362911113,4.36200588812147,0.5441932833141331,12.1337861345172,0.6256739931727461,12504.789039075373,1.5009972965336878e+41,1.768676853105997e+41,1.167220694325064e+41,5.670858203677e+41,15127,53.0494152,-27.8419022,1.06633,3.393,1.2759,0.0468967,0,0.119586,0.00154146,0.6,0.702458,2.09466,,,0.5181,0.5181,1,0.5209,8.98,1.06633,0.143531,-1.16663,-0.7237,-18.036564,-18.865354
GN7,12435,189.1374505,62.20380927400003,1.982799853555405,1.61676424830996,0.6993258739598179,0.566537243606411,0.506378424382061,-99.0,-99.0,1.49854906858519,0.6460922692774,1.5939176439568299,1.23268837694217,4.39188265660869,0.428717749021239,4.13387955084641,0.701377830263223,15707.568646472046,1.4948084873429347e+41,1.6723948718237213e+41,2.0643815010272467e+41,4.772622220931979e+41,12435,189.13745339,62.20380722,12.7839,11.36,0.5753,0.060315,0,0.30111,0.00666923,0.4,0.36762,0.52356,-20.476383,-20.959616,1.97874,-1.0,2,1.954,9.61,12.7839,0.63737,-24.4397,-1.5662,,
GN7,10964,189.14307684,62.19668154099999,1.507872203441683,2.25639945554719,0.7052151228742529,0.358965229385439,1.00954421605325,3.80679462720957,0.476640197475315,0.7526102030589881,0.6325407397476001,1.30695830076589,0.736464844550376,4.89222478053208,0.822337136483554,9.041815035143511,0.713094074449934,11201.80382517862,1.5156317676189487e+41,5.389155784123645e+40,1.058741584803592e+41,3.387539288407982e+41,10964,189.14307942,62.19668,4.51697,3.985,0.9358,0.105551,0,0.158388,0.00408021,0.0,0.35498,0.36648,-19.525852,-19.991598,1.5178,-1.0,3,1.5178,9.16,4.51697,0.161406,-21.7027,-1.8143,,
GN7,19464,189.08706093,62.23762108399999,2.087625181329412,1.5029636507913302,0.513339733792971,4.57016069800563,1.35199565124594,-99.0,-99.0,1.23150188055167,0.492894656256487,3.83036612899589,0.9400759758961771,4.71252138942036,0.8327263338709949,8.740661964195,0.543126253197519,16733.348188310243,4.529324325864217e+41,1.5310507843356978e+42,1.7197408449934523e+41,5.035082633694461e+41,19464,189.08706393,62.23762076,102.014,102.014,2.4157,1.19208,0,0.4059,0.133026,0.8,0.30903,0.75754,-21.338376,-22.657364,2.08793,-1.0,2,1.4984,10.97,251.657,11.4097,92.1504,-0.3037,,
GN7,19875,189.07352356,62.23950402800002,1.609208983273829,-99.0,-99.0,-99.0,-99.0,35.7973452211997,6.90032555444843,1.20207086163053,0.556799256287143,2.51211856058377,2.11025988281248,8.03213272812577,1.5223518397977,5.885079208244029,0.5309190940525821,12141.422586954908,-1.7460905990463501e+43,-1.7460905990463501e+43,-1.7460905990463501e+43,-1.7460905990463501e+43,19875,189.07352935,62.23949965,95.4433,95.4433,2.6686,2.43951,0,0.483174,0.317332,1.1,0.54291,0.92472,-20.867443,-21.779422,1.60518,-1.0,2,1.5886,10.51,40.7246,3.77784,90.6513,-1.2894,,
GN7,17293,189.10521849,62.227457794,1.856828165184493,-99.0,-99.0,0.42151579414939,0.30386981042193,-99.0,-99.0,1.29964518897009,0.197014446789631,0.883292259718657,0.217851018282845,3.58721770947929,0.272992323985104,14.0422230689859,0.23428063401758598,14488.62127220173,7.631925188969592e+40,1.0586695014060153e+41,-2.4864615298863574e+43,-2.4864615298863574e+43,17293,189.10521744,62.22745725,7.23592,6.874,1.9464,0.899586,0,0.116208,0.0188803,0.0,0.62734,0.61148,-20.417101,-20.701292,1.86051,-1.0,2,1.5363,9.38,7.23592,0.109279,-20.8852,-2.0254,,
GN7,19160,189.07633014,62.23587265,2.085693466939652,0.391360950939946,0.780345901892825,2.09396741567158,1.9366919127477598,-99.0,-99.0,2.50516114748033,0.790523090463328,1.34389172889992,1.15649087249032,7.037429746742281,0.9664565719605159,11.0081212992468,0.8976232686943351,16714.35563784711,6.473397047066513e+41,6.99909076711643e+41,2.6083079212307264e+41,1.308124853249052e+41,19160,189.07632621,62.23586608,17.7556,22.04,1.0632,0.511764,0,0.31422,0.0613342,0.0,0.71269,0.89343,-21.096625,-21.555083,2.078,2.078,1,2.0133,9.76,17.7556,1.85684,-28.282,-1.6301,,
GN7,21898,189.12147181,62.24975488999998,1.91594420510651,0.903063576749908,0.27397878897142897,-99.0,-99.0,-99.0,-99.0,1.09588547732685,0.261567404075359,1.16010125284188,0.7850903578612239,6.132304793298189,0.9224722510764699,0.44379994849881205,0.310772702460679,15058.707691076912,-2.6859815804173726e+43,-2.6859815804173726e+43,7.433353339417338e+40,2.450113265753619e+41,21898,189.121479,62.24973484,0.0,8.285,0.2,0.00310096,2,0.700176,0.00226774,1.2,0.17842,0.3269,-19.779683,-20.498312,1.7068,-1.0,3,1.7068,9.76,0.0,0.0,0.0,-1.0414,,
GS4,24763,53.151610263,-27.796426177,1.773948988611268,1.7588167635413998,0.819281795072133,0.488552667378927,1.12989206303908,-99.0,-99.0,3.2147172022861303,0.7412031434482,1.69030001360883,1.16226414940691,8.19277770773883,0.91538622552869,8.37537237140835,0.799594044193934,13695.436782069773,2.5356024470960488e+41,1.096366086163456e+41,1.8385587370696425e+41,3.94697886241801e+41,24763,189.25283294,62.26374729,1.83216,2.234,0.2,0.0415393,2,0.406074,0.0293324,0.0,0.09971,0.11602,-18.584818,-18.957272,1.8687,-1.0,3,1.8687,8.92,1.83216,0.200142,-22.4295,-1.6751,,
GS4,26550,53.14928732699953,-27.78852181900022,1.90938439107909,-99.0,-99.0,1.05401317835563,0.467536600870776,-99.0,-99.0,2.96500009158872,0.436282520732642,0.831600632087382,0.496226877289158,9.66235846344186,0.40353377312977495,9.90354113828655,0.479706625682676,14995.275876527287,1.2578155645535172e+41,2.8356158181221488e+41,-2.6634009114767845e+43,-2.6634009114767845e+43,26550,189.38452677,62.27204534,0.867433,1.434,1.2074,1.57217,0,0.106656,0.0510218,0.2,0.06105,0.07536,-17.643155,-18.449244,1.5104,-1.0,3,1.5104,9.44,0.867433,0.119591,-18.8437,-1.2985,,
GS4,25465,53.151253748,-27.792403374,1.84704871327309,0.401083478604744,0.282139658661676,0.404506134762492,0.405836677483128,-99.0,-99.0,1.94590751709167,0.273133331119497,0.729542595489858,0.29133593100196,5.11090469151869,0.351224415467621,13.7667898383303,0.325878303748944,14394.654200796176,1.0061116916140748e+41,1.0028131366492404e+41,6.994538073984644e+40,9.943280130324172e+40,25465,189.33832569,62.26689529,2.76057,2.723,1.866,0.180898,0,0.102336,0.00381487,0.0,0.14288,0.17496,-19.471981,-19.887202,1.8269,-1.0,3,1.8269,8.77,2.76057,0.128791,-35.4557,-1.9694,,
GS4,28022,53.1817193110118,-27.78299198100316,1.571428099677381,0.357585084598198,0.95958670428798,0.47660145968717,0.88139445532431,22.625646129688803,8.7490824809089,1.1161999963740001,0.919002891757669,1.03151426296948,0.714381914018816,5.4737615627370495,0.620618935840643,7.363863615051089,0.895192758524576,11789.580484216169,1.4657484598403545e+41,7.925825392639799e+40,1.5957812366494416e+41,5.946597279408088e+40,28022,189.37905853,62.27954801,0.86252,0.9747,1.575,1.90642,2,0.020334,0.0148727,0.0,0.03592,0.04584,-17.751474,-18.431762,2.1789,-1.0,3,2.1789,8.22,0.86252,0.0626072,-34.3602,-1.8226,,
GS4,24803,53.16132166107369,-27.79579392691231,1.491289054521509,0.361628497189712,0.495564535281636,2.58028144966111,0.540224711957822,10.0329780055354,0.35250936468448196,2.96309175253405,0.43160388002936295,1.00296070561254,0.306594721097018,6.8765468178475,0.35446830834883897,13.702882048364,0.456646274109263,11049.312959226278,7.891097784410772e+40,3.769034029707012e+41,7.238743655804451e+40,5.282331166620774e+40,24803,189.01480003,62.26391921,10.6624,9.173,0.296,0.198704,0,0.27111,0.0428211,0.6,-99.0,0.41655,-20.493627,-20.823403,2.4803,-1.0,3,2.4803,9.36,10.6624,0.267162,-51.2488,-1.8391,,
